,id,title,description,published,length,view_count,like_count,comment_count,reactions,day_of_week,hour,month,year,Channel
37,vBI_kTgba0E,7 MÀU SON MÙA HÈ KẾT HỢP CÙNG MAKEUP JENNIE 💕,"LIP PRODUCTS:

♥ A’PIEU - Lip Topping Glitter - #03
http://beautyboxkorea.com/product/apieu-lip-topping-glitter-35g/28645/ 

♥ ROMAND - Zero Gram Sunset Edition - #11
http://romand.co.kr/product/롬앤-제로-매트-립스틱-13color/73/category/1/display/2/ 

♥ ETUDE HOUSE - Shine Chic Lip Lacquer - #BE101 Misty Silhouette
https://www.etudehouse.com/int/en/index.php/shine-chic-lip-lacquer.html 

♥ DIOR - Dior Addict Stellar Shine - #662
https://go.magik.ly/ml/n4pe/ 

♥ I’M MEME - Tic Toc Tint Lip Velvet - #006 

♥ ESPOIR - Lip Up - #Wiggle
https://www.espoir.com/en/shop/shop_prd_view.do?i_sProductcd=125100962 

♥ CLIO - Mad Velvet Tint - #05 Glazed Mocha
https://www.bbox2u.com/shop/item.php?it_id=1552639291 

MAKEUP PART

♥ SON & PARK - Beauty Water
https://go.magik.ly/ml/mxhc/ 

♥ INNISFREE- Green Tea Seed Serum
https://shorten.asia/hyUKddU2
♥ CATRICE - Allround Colour Correction Palette
https://go.magik.ly/ml/mk21/ 

♥ WAKEMAKE - Defining Set Up Cushion - #02 Natural Beige 
http://beautyboxkorea.com/product/wakemake-defining-setup-cushion-11grefill-11g/27989/ 

♥ LUSTRE - Micro Brow Pencil - #Dark Taupe 
https://shorten.asia/EbvJXVuk
♥ I’M MEME - Oil Cut Pact - #001 Skin Mattifying
http://beautyboxkorea.com/product/memebox-im-meme-im-oil-cut-pact-10g/16319/ 

♥ I’M MEME - Multi Square - #001 All About Coutouring
http://beautyboxkorea.com/product/memebox-im-meme-im-multi-square-001-all-about-contouring-112g/28068/?cate_no=24&display_group=1 

♥ I’M MEME - Brow Mascara Skinny - #001 Light Brown 

♥ COLOURPOP - Dream St. Pressed Powder Shadow Palette
https://go.magik.ly/ml/n0y0/ 

♥ JUVIA’S PLACE - The Saharan By Juvia’s
https://go.magik.ly/ml/n0y1/ 

♥ MERZY - Another Me The First Pen Eyeliner - #P1. Oreo

♥ ROMAND - Better Than Cheek - #03

♥ 3CE - Pro Multi Eye Color Palette -  #MUSEDAY
http://www.testerkorea.com/Product/stylenanda_3ce_pro_multi_eye_color_palette_museday_49992 

♥ 3CE - Maison Kitsune Eye Switch- #O’ Honey
https://m.en.stylenanda.com/product/3ce-maison-kitsune-eye-switch-o-honey/227489/?cate_no=1787&display_group=1&smslay=category&smsps=prd 

♥ TARTE - Shape Tape Contour Concealer - #Light Neutral
https://go.magik.ly/ml/aybz/ 

♥ ETUDE HOUSE - Dual Wide Eyes Mascara - #1 Black x Black
https://www.etudehouse.com/int/en/index.php/dual-wide-eyes-mascara.html 

♥ CANDYLAB - Mellowcara Long Lash - #Black
https://candylab.co.kr/product/detail.html?product_no=227&cate_no=1&display_group=2 

♥ ETUDE HOUSE - Mirror Holic Liquid Eyes - #PK002 Rose Ice Wine
https://www.etudehouse.com/int/en/index.php/mirror-holic-liquid-eyes.html 

♥ A’PIEU - Pastel Blusher - #OR04 
https://www.yesstyle.com/en/apieu-pastel-blusher-15-colors-4-5g/info.html/pid.1054050023 

♥ EGLIPS - Apple Fit Blusher - #02 Sexy Rose
https://www.eglips.vn/en/product/eglips-apple-fit-blusher/ 

♥ BECCA - Ocean Jewels Highlighter Palette
https://go.magik.ly/ml/n0y2/ 

OTHERS:

♥ Contact lenses: Drunk - Lens Nice

♥ Dress: Tinfour

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-05-18 13:00:12+00:00,7.32,444758,14704,439,15143,Saturday,13,5,2019,Changmakeup
38,pGtQaUm3aHw,MAKEUP XINH XINH ĐI LÀM 👩🏻‍💼 TRANG ĐIỂM NƠI CÔNG SỞ 👩🏻‍💻,"∞ PRODUCTS USED ∞

♥ EMMIE by HAPPY SKIN - Pore Tightening & Whitening Invisible Mask
https://www.emmie.vn

♥ MISSHA - Glow Skin Balm
http://missha.beautynet.co.kr/goods.detail.do?goodsNumber=80085

♥ SON & PARK - Beauty Water
https://go.magik.ly/ml/mxhc/ 

♥ NARS - Sheer Glow Foundation - #Light 4.5
https://go.magik.ly/ml/mxhb/

♥ EGLIPS - Blur Powder Pact - #23
http://www.eglips.com/shop/shopdetail.html?branduid=110504&xcode=014&mcode=001&scode=&type=X&sort=manual&cur_code=014&GfDT=a2p3UA%3D%3D#  

♥ TARTE - Shape Tape Contour Concealer - #Light Neutral
https://go.magik.ly/ml/aybz/ 

♥ CANDYLAB - Mellowcara Long Lash - #Black
https://candylab.co.kr/product/detail.html?product_no=227&cate_no=1&display_group=2 

♥ ETUDE HOUSE - Dual Wide Eyes Mascara - #1 Black x Black
https://www.etudehouse.com/int/en/index.php/dual-wide-eyes-mascara.html 

♥ ETUDE HOUSE - Color My Brow Max - #01 Rich Brown
https://www.etudehouse.com/int/en/index.php/eyes/eye-brow/color-my-brows-9ml.html 

♥ LUSTRE - Micro Brow Pencil - #Dark Taupe
https://shorten.asia/C8XnGEXu
♥ PIXI - Endless Silky Eye Pen - #Gold Glow

♥ I’M MEME - I'M A Hidden Shadow Card Palette - #001 Lucky Card
http://beautyboxkorea.com/product/im-meme-im-hidden-card-palette-8g/30859/ 

♥ JUNGSAEMMOOL - Refining Edge Eye Pencil - #Soul Brown
https://www.jsmbeauty.us/Product/Detail/view/pid/368/cid/83 



♥ OFÉLIA - Modern Matte Lipstick - #Charming
https://ofelia.vn/collections/modern-matte-lipstick

♥ PEPIPERA - Ink Airy Stick - #04
http://www.periperacosmetic.com/en/product/view.asp?sh_cate2=21500&product_cd=P201902136084

http://beautyboxkorea.com/product/peripera-ink-the-airy-velvet-stick-36g2019-ss/30186/?cate_no=24&display_group=1

♥ BEAUTY BLENDER
https://go.magik.ly/ml/mxha/ 

♥ THE BALM - Long Wearing Blush - #Balm Beach
https://go.magik.ly/ml/mxhe/

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound
Part of the game - Velveteen
--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-05-11 13:00:08+00:00,6.48,413283,14362,458,14820,Saturday,13,5,2019,Changmakeup
39,TuWE2s0m4C8,[SWATCH + REVIEW] Romand Juicy Lasting Tint,"∞ PRODUCTS USED ∞

ROMAND - JUICY LASTING TINT
♥ 01 #JUICY OH!
♥ 02 #RUBY RED
♥ 03 #SUMMERSCENT
♥ 04 #DRAGON PINK
♥ 05 #PEACH ME
♥ 06 #FIGFIG
♥ 07 #JUJUBE
♥ 08 #APPLE BROWN
♥ 09 #LITCHI CORAL
http://romand.co.kr/product/롬앤-쥬시래스팅-틴트-탕후루광택/49/category/1/display/2/ 

Phần makeup

♥ INNISFREE- Greem Tea Seed Serum
https://shorten.asia/D74YDt5s

♥ NARS - Finland Aqua Glow Cushion Foundation SPF 23/PA++
https://www.amazon.com/NARS-Aqua-Cushion-Foundation-Finland/dp/B076V7X7JN  

♥ EGLIPS - Blur Powder Pact - #23
http://www.eglips.com/shop/shopdetail.html?branduid=110504&xcode=014&mcode=001&scode=&type=X&sort=manual&cur_code=014&GfDT=a2p3UA%3D%3D# 

♥ CATRICE - Allround Colour Correction Palette
https://go.magik.ly/ml/mk21/ 
♥ TARTE - Shape Tape Contour Concealer - Light Neutral 
https://go.magik.ly/ml/aybz/ 

♥ URBAN DECAY - Beached Bronzer
https://go.magik.ly/ml/mk20/

♥ A’PIEU Juicy Pang Jelly Blusher - #CR01 
http://beautyboxkorea.com/product/apieu-juicy-pang-jelly-blusher-48g/30270/ 

♥ PEACH C - Peach Cotton Blusher - Shy P Cheek 
https://thegioiskinfood.com/products/peach-c-peach-cotton-blusher?variant=1037152563 

♥ KAJA ROLLER GLOW - #01 Cosmic Laundry 
https://go.magik.ly/ml/mk23/ 

♥ 3CE - Pro Multi Eye Color Palette -  #MUSEDAY
http://www.testerkorea.com/Product/stylenanda_3ce_pro_multi_eye_color_palette_museday_49992 

♥ ETUDE HOUSE - Dear Girls Big Eyes Maker
https://www.etudehouse.com/int/en/index.php/eyes/dear-girls-big-eyes-maker.html 

♥ LILYBYRED - Slim Gel Eyeliner - #02
http://beautyboxkorea.com/product/lilybyred-starry-eyes-slim-014g/17077/ 

♥ ETUDE HOUSE - Dual Wide Eyes Mascara - #4 BLACK & BROWN
https://www.etudehouse.com/int/en/index.php/dual-wide-eyes-mascara.html 

♥ MAD FINISH BROW MASCARA - #4
http://beautyboxkorea.com/product/aritaum-mad-finish-brow-mascara-45g/21370/ 

♥ EGLIPS - Perfect Drawing Brush Eyeliner - #02 DRAWING BROWN
https://www.sky007.vn/en/product/eglips-perfect-drawing-brush-eyeliner-02-drawing-brown/

♥ Lenses: OLENS Coral Gold
https://www.olensglobal.com/shop/goods_view.php?id=0000000407&search_text=blingsome
--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

#롬앤 #쥬시래스팅 #틴트 #메이크업 #리뷰 #뷰티",2019-04-27 13:30:00+00:00,8.27,2930834,37816,988,38804,Saturday,13,4,2019,Changmakeup
40,foTRZvFSJCU,UNBOXING NÚT VÀNG 1 TRIỆU 🎁❤️  THIS OR THAT TAG 🤷🏻‍♂️,"LET'S UNBOXING THIS SUPER COOLLLLL BUTTON THAT I'VE BEEN WAITING TO SHOW YOU GUYS FOR SUCH A LONG TIME :D

This button is dedicated to you, my lovely subscriber. xoxo
--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-04-17 13:00:06+00:00,5.63,224259,12451,506,12957,Wednesday,13,4,2019,Changmakeup
41,WYb5IZ_NLR8,GET READY WITH CHANG Ở SEOUL 🇰🇷 CHAT CHIT TÁM CHUYỆN 👩‍❤️‍💋‍👩,"∞ PRODUCTS USED ∞

♥ Belif Numero 10 Essence
http://www.belifcosmetic.com/product/detail.jsp?cid1=A&cid2=1&cid3=3&pid=ACM06707

♥ Catrice Color Correction Palette 

♥ Etude House Glow On Base
https://www.etudehouse.com/int/en/index.php/face/glow-on-base-shimmer-glam.html

♥ IOPE Perfect Cover Cushion
https://www.amorepacificmall.com/kr/ko/product/detail?onlineProdSn=20358&onlineProdCode=111130000421

♥ Tarte Shape Tape Concealer
 http://go.magik.ly/ml/aybz/

♥ Etude House Slim Eyebrow Pencil - Dark Brown
https://www.yesstyle.com/en/etude-house-drawing-slim-eye-brows-1-5mm-6-colors-2-natural-brown/info.html/pid.1060761288

♥ Jung Saem Mool Refining Edge Eye Pencil
http://www.jsmbeauty.us/Product/Detail/view/pid/368/cid/83

♥ 3CE Multi Eye Color Palette #Beach Muse
https://en.stylenanda.com/product/3ce-multi-eye-color-palette-beach-muse/236471/

♥ Clio Pro Eye Palette #3 Coral Talk
http://www.clubclio.co.kr/product/product_view.asp?product_cd=P201902131188&sh_cate1=undefined&sh_cate2=undefined&sh_cate3=undefined

♥ Eglips Blur Powder Pact
https://www.yesstyle.com/en/eglips-blur-powder-pact-23/info.html/pid.1051522303

♥ Etude House Dual Wide Eyes Mascara - #4
https://www.etudehouse.com/int/en/index.php/dual-wide-eyes-mascara.html

♥ Romand Better Than Cheek Blusher - #2 and #4
http://romand.co.kr/product/롬앤-베러-댄-치크-mcbb-블러블러셔/126/category/1/display/2/

♥ Urban Decay Beach Bronzer - Bronzed
https://go.magik.ly/ml/m7be/

♥ Fenty Killawatt Freestyle Highlighter
https://go.magik.ly/ml/m7bf/ 

♥ 3CE Slim Velvet Lip Color - #Simple Stay
https://en.stylenanda.com/product/3ce-slim-velvet-lip-color-simple-stay/231158/

♥ Romand Juicy Lasting Tint - 09 Litchi Coral
http://romand.co.kr/product/롬앤-쥬시래스팅-틴트-탕후루광택-리뉴얼신제품/49/category/1/display/2/ 

Màu lens: Olens Spanish Circle Gray
http://www.olensglobal.com

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound
You are all I need - Spring Gang

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-04-10 13:00:05+00:00,24.28,643173,19940,862,20802,Wednesday,13,4,2019,Changmakeup
42,cAI00bU0toI,"XU HƯỚNG OMBRE 2 MÀU SON VÀ MỜ VIỀN MÔI - REVIEW 7 COMBO (MAC, COLOURPOP, PERIPERA...)","∞ PRODUCTS USED ∞

♥ Peripera Ink Airy Stick 04 & 07

♥ MAC Lipstick - ‘Spank Me Santa’ & ‘Marrakesh’
https://go.magik.ly/ml/lrh8/
https://go.magik.ly/ml/lrh9/

♥ Colourpop Velvet Blur Lux Lipstick - ’Hey Mr. DJ’ & ‘K-Bop’
https://go.magik.ly/ml/lrha/

♥ L’Oreal Matte Liquid Ink - 428 & 426
https://go.magik.ly/ml/lrhd/

♥ Eglips Muse In Velvet Lipstick - V005 & V004 
http://www.eglips.com/shop/shopdetail.html?branduid=117715&xcode=011&mcode=001&scode=&special=1&GfDT=bm13UQ%3D%3D#

♥ Black Rouge Airfit Velvet Tint - A14 & A17
http://blackrouge.co.kr/product/detail.html?product_no=325&cate_no=1&display_group=2

♥ Peripera Sugar Jelly #3 & #4
https://shorten.asia/u8stHgpe
--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-03-28 12:00:09+00:00,8.53,471951,17958,638,18596,Thursday,12,3,2019,Changmakeup
43,jpVlxdwroQY,[SWATCH + REVIEW] MERZY THE FIRST VELVET TINT,"∞ PRODUCTS USED ∞

Merzy Another Me The First Velvet Tint
https://merzy.co.kr/product/detail.html?product_no=120&cate_no=76&display_group=1

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

#머지 #스왓치 #리뷰 #벨벳틴트",2019-02-26 14:30:01+00:00,6.12,755474,19361,1041,20402,Tuesday,14,2,2019,Changmakeup
44,i72go5FDwlg,Valentine đi mall to bự + Boyfriend Tag 👫,"Đi chơi Valentine với Ducha Ducha kekeee

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-02-15 11:30:01+00:00,8.48,399984,17251,788,18039,Friday,11,2,2019,Changmakeup
45,YlXTYTkiiLs,Mặc sao với hoạ tiết da báo? 🐆🧥,"Vì các items này Chang sưu tập rải rác và cũng được một thời gian rồi, rất khó để tìm lại link chính xác :( Mình sẽ đính kèm một số nơi khác để các bạn tiện tham khảo nha:

♥ https://www.forever21.com/us/shop/Search/#brm-search?request_type=search&search_type=keyword&q=leopard%20&l=leopard%20

♥ https://www2.hm.com/en_us/search-results.html?q=leopard 

♥ https://www.zara.com/vn/vi/search?searchTerm=leopard

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-02-02 07:10:38+00:00,4.23,127294,8610,477,9087,Saturday,7,2,2019,Changmakeup
46,6fA9St-qnKc,Ấn vào để xem Chang rất thích gì gần đây 👍🏻👍🏻♥️,"--------------------
∞ PRODUCTS MENTIONED ∞

♥ Canon Mini Printer
https://vn.canon/vi/consumer/mini-photo-printer-pv-123/product

♥ Bạn đắt giá bao nhiêu? & Khí chất bao nhiêu, hạnh phúc bấy nhiêu
https://tiki.vn/ban-dat-gia-bao-nhieu-p1694077.html?src=recently-viewed&2hi=1

♥ Album Icarus Falls - Zayn 
https://open.spotify.com/album/2aE3VcIiNPqqo4VzOXiDoR?si=V8vjLdrrTUC3PGSpM8N6SQ

♥ Memories of the Alhambra 

♥ Marc Jacobs Daisy Love
https://go.magik.ly/ml/jvrj/

♥ Mặt nạ Beauty Diary

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound",2019-01-22 12:31:39+00:00,16.0,348122,23781,22868,46649,Tuesday,12,1,2019,Changmakeup
47,gGxeVEM9xT4,10 SẮC ĐỎ RẠNG RỠ DIỆN TẾT DƯỚI 250K ♥️💄,"∞ PRODUCTS USED ∞

♥ Colourpop Creme Lux Lipstick - On Display 
https://go.magik.ly/ml/jdy8/

♥ Black Rouge Rose Velvet Lip Stick- R01
http://blackrouge.co.kr/product/detail.html?product_no=301&cate_no=1&display_group=2 

♥ Miracle Apo Lip Lacquer Matte - Interesting 
https://tiki.vn/son-kem-li-miracle-apo-lip-lacquer-matte-holiday-collection-3ml-p787485.html?src=search&2hi=1&keyword=miracle%20apo&_lc=Vk4wMzkwMjIwMDQ%3D

♥ Innisfree Vivid Cotton Ink - 8 
http://www.innisfree.com/kr/ko/ProductView.do?prdSeq=14739 

♥ I’M MEME I’m Tic Toc Tint Cashmere - 010 Crimson Cloud 
https://www.memebox.com/product/557704?list=Meme%20Best%20Item%20List

♥ Candy Lab Creampop The Velvet Lip Color - Anti-social 09
https://candylab.co.kr/product/detail.html?product_no=216&cate_no=1&display_group=2

♥ Candy Lab Lip Stalker - 04 Copycat
https://candylab.co.kr/product/detail.html?product_no=221&cate_no=1&display_group=2

♥ Romand Zero Velvet Tint - 05 Witty
http://romand.co.kr/product/롬앤-제로벨벳틴트-06딥소울/140/category/1/display/2/ 

♥ Black Rouge Air Fit Velvet Tint Mood Filer - A04
http://blackrouge.co.kr/product/detail.html?product_no=250&cate_no=1&display_group=9 

♥ Peripera Peri’s Ink Velvet - 23 
http://clubclio-en.com/product/peripera-peris-ink-the-velvet/406/?cate_no=33&display_group=1 
   
--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2019-01-15 13:38:45+00:00,9.6,840692,24601,1251,25852,Tuesday,13,1,2019,Changmakeup
48,u24Vmf1ovow,10 CÂY SON SIÊU XINH MÙA LỄ HỘI VÀ CHÀO ĐÓN NĂM MỚI 😍🎉 (WITH CC ENGSUB),"10 em son xinh xinh để mọi người tham khảo và lựa chọn cho năm mới nhiều niềm zuiiiii nhé!

--------------------
∞ PRODUCTS USED ∞

♥ Clio Mad Matte Lip - 06 Sensual Pepper
https://shorten.asia/rZcfw7uR
♥ Clio Mad Matte Tint 01 Natalie Red
♥ Clio Mad Matte Tint 02 Mocha Chip
https://shorten.asia/1HACD2Tz
http://www.clubclio.co.kr/product/product_view.asp?product_cd=P201806263817&sh_cate1=undefined&sh_cate2=undefined&sh_cate3=undefined

Club Clio Hanoi - Aeon Mall Long Biên, Hanoi 
Club Clio HCM - Vincom Mall Thảo Điền - Q2 HCMC 
https://www.lotte.vn/search?q=club%20clio
https://www.facebook.com/ClubClioVietnam/  
#clio #killcovercushion #madmattelip 

♥ Eglips Velvet Fit Tint
http://www.sky007.com/shop/shopdetail.html?branduid=79096&xcode=307&mcode=009&scode=002&special=1&GfDT=bG53Ug%3D%3D
#eglips #velvettint

♥ 16Brand Taste-Chu Edition - Brown Fudge
http://16brand.com/product/detail.html?product_no=370&cate_no=45&display_group=1;

♥ BBIA Last Velvet Lip Tint
http://www.sky007.com/shop/shopdetail.html?branduid=78786&xcode=189&mcode=007&scode=002&special=1&GfDT=aGh3VV8%3D
#bbia

♥ Givenchy Le Rouge Limited - 328 Grenat Nocturne
#givenchy

♥ 3CE Matte Lip Color - 227 Benchmark
http://stylenanda.com/product/detail.html?product_no=233197&cate_no=1&display_group=3 
#3ce

♥ Shu Uemura La Maison du Chocolat collection 
https://www.shuuemura-usa.com/SHU10116.html#start=4&cgid=holiday 
#shuuemura

♥ Black Rouge Air Fit Velvet Tint Mood Filer 
http://blackrouge.co.kr/product/detail.html?product_no=297&cate_no=1&display_group=9 
#blackrouge

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound",2018-12-29 12:30:01+00:00,9.88,1064986,29972,1155,31127,Saturday,12,12,2018,Changmakeup
49,vwpYLjyvJ98,"ĐẠI CHIẾN SWATCH SONNN 😆 CÁC SET MINI SIÊU XINH MÙA LỄ HỘI 💄✨(PERIPERA, MAC, TOO FACED, ...)","PRODUCTS MENTIONED

♥ Peripera Mini Mini Ink Velvet Stick (1.3g x 5) 350K
http://www.periperacosmetic.com/en/product/view.asp?sh_cate2=20100&product_cd=P201810245767

♥ Too Faced Sweet Smell of Christmas Liquified Lipstick Set (3ml x 4) $25
https://go.magik.ly/ml/igsw/

♥ Pat McGrath Mini MatteTrance Lipstick Trio Skin Show (1.2g x 3) $25
https://go.magik.ly/ml/igsx/

♥MAC Shiny Pretty Things Lip Kit (1.4g x 10) $79.5 
https://go.magik.ly/ml/igsy/

♥ Charlotte Tilbury Mini Hollywood Liquid Lipstick Charms (1.2ml x 2) $22 
https://go.magik.ly/ml/igt0/

♥ Make A Wish Set - OFÉLIA x Shopee (mở bán lúc 9h00 ngày 12/12/2018 tại Shopee)
http://bit.ly/2G3kcPS

--------------------

Tổ chức vì cộng đồng mình có nhắc tới:

Chuyến xe mùa xuân, Tết sum vầy
https://tetsumvay.thanhnien.vn/thong-tin-chuong-trinh

Mộc Khoe Sắc
http://mockhoesac.sewow.vn/body-shaming/

--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2018-12-09 12:25:12+00:00,9.93,719001,21228,1275,22503,Sunday,12,12,2018,Changmakeup
50,yAsXzfoVC9c,TẨY TRANG CHAT CHIT CÙNG CHANG & TÓM TẮT ĐIỀU TRỊ DA 😄❤️,"Hôm nay chúng mình tẩy trang cùng nhau nhé :D 

∞ PRODUCTS USED ∞

♥ Bông tẩy trang Silicot
https://bit.ly/2pJb2R3
♥ L’Oréal Micellar Water
https://bit.ly/2NhsNjt
♥ Heroine Make Mascara Remover
♥ FOREO Luna Mini 2
♥ Sum:37 Essential Cleansing Foam
♥ Son & Park Beauty Water
♥ Vichy Whitening Essence
https://bit.ly/2pxB4H9
♥ Klairs Freshly Juiced Vitamin C
https://bit.ly/32dTkm8
♥ IUNIK Restore Serum
♥ BELIF Aqua Bomb
♥ Fresh Sugar Advanced Treatment

Nơi mình điều trị da: Renewme Skin Clinic, Hàn Quốc
http://english.renewmi.com/

Outfit by HOACHOEM
--------------------

∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2018-12-02 13:00:09+00:00,19.73,550441,17468,997,18465,Sunday,13,12,2018,Changmakeup
51,2gSUphsLNlE,[SWATCH + REVIEW] I'M MEME MULTI LIP CRAYON MATTE,"∞ PRODUCTS MENTIONED ∞
♥ I'M MEME Multi Lip Crayon 
Coral On My Lips
Rose On My Lips
Red On My Lips

--------------------
∞ CONNECT WITH ME ∞

Business inquiries: meet@changmakeup.com
Instagram: http://instagram.com/changmakeup
FB: http://www.facebook.com/changmakeup

--------------------

∞ FAQ ∞
♥ What camera are you using?
Canon 70D (tutorial + swatch)
http://bit.ly/1nVh0Y2

Canon G7X (vlog)
http://go.magik.ly/ml/5wji/

--------------------

∞ MUSIC ∞
EpidemicSound

--------------------

∞ DISCLAIMER ∞
This video is not sponsored.",2018-11-20 13:02:30+00:00,5.88,383695,14155,774,14929,Tuesday,13,11,2018,Changmakeup
